Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
科特迪瓦	CIV	森林面积（平方公里）	AG.LND.FRST.K2																															102220	102325.9961	102432.002	102537.998	102644.0039	102750	102855.9961	102962.002	103067.998	103174.0039	103280	103434.0039	103587.998	103742.002	103895.9961	104050	104045.9961	104042.002	104037.998	104034.0039	104030	104025.9961	104022.002	104017.998	104014.0039	104010	104005.9961			
喀麦隆	CMR	森林面积（平方公里）	AG.LND.FRST.K2																															243160	240960	238760	236560	234360	232160	229960	227760	225560	223360	221160	218960	216760	214560	212360	210160	207960	205760	203560	201360	199160	196960	194760	192560	190360	188160	185960			
刚果（金）	COD	森林面积（平方公里）	AG.LND.FRST.K2																															1603630	1600515.938	1597402.031	1594287.969	1591174.063	1588060	1584945.938	1581832.031	1578717.969	1575604.063	1572490	1569375.938	1566262.031	1563147.969	1560034.063	1556920	1553805.938	1550692.031	1547577.969	1544464.063	1541350	1538235.938	1535122.031	1532007.969	1528894.063	1525780	1522665.938			
刚果（布）	COG	森林面积（平方公里）	AG.LND.FRST.K2																															227260	227090	226920	226750	226580	226410	226240	226070	225900	225730	225560	225390	225220	225050	224880	224710	224590	224470	224350	224230	224110	223955.9961	223801.9922	223648.0078	223494.0039	223340	223185.9961			
哥伦比亚	COL	森林面积（平方公里）	AG.LND.FRST.K2																															644170	641551.4063	638932.8906	636314.2969	633695.7813	631077.1875	628458.5938	625840.1172	623221.4844	620603.0078	617984.4141	614790.1953	611596.0938	608401.9141	605207.8125	602013.5938	598881.4844	595749.4141	592617.3828	589485.3125	586353.2031	586086.0156	585818.9063	585551.7188	585284.6094	585017.3828	584750.1953			
科摩罗	COM	森林面积（平方公里）	AG.LND.FRST.K2																															490	485.9999847	482.0000076	477.9999924	474.0000153	470	465.9999847	462.0000076	457.9999924	454.0000153	450	444.0000153	437.9999924	432.0000076	425.9999847	420	414.0000153	407.9999924	402.0000076	395.9999847	390	385.9999847	382.0000076	377.9999924	374.0000153	370	365.9999847			
佛得角	CPV	森林面积（平方公里）	AG.LND.FRST.K2																															577.5	601.8000031	626.1999893	650.5000305	674.8999786	699.1999817	723.4999847	747.9000092	772.2000122	796.6000366	820.8999634	823.8999939	826.9000244	829.8999786	832.9000092	835.8999634	838.8999939	841.9000244	844.8999786	847.9000092	850.8999634	860.5000305	870.1999664	879.8000336	889.4000244	899.0000153	908.6000061			
哥斯达黎加	CRI	森林面积（平方公里）	AG.LND.FRST.K2																															25640	25451.99951	25263.99902	25076.00098	24888.00049	24700	24511.99951	24323.99902	24136.00098	23948.00049	23760	23990	24220	24450	24680	24910	25138.00049	25366.00098	25593.99902	25821.99951	26050	26351.99951	26653.99902	26956.00098	27258.00049	27560	27861.99951			
加勒比小国	CSS	森林面积（平方公里）	AG.LND.FRST.K2																															349477.2003	349229.9882	348983.0063	348735.8942	348488.8113	348241.6003	347994.5883	347747.5054	347500.3946	347253.3113	347006.2005	346826.4	346646.4995	346466.8002	346286.8996	346107.1004	345952.1078	345797.1956	345642.3034	345487.3925	345332.4002	345153.302	344974.2037	344795.1957	344616.0974	344437.0006	344257.9024			
古巴	CUB	森林面积（平方公里）	AG.LND.FRST.K2																															20580	20956.99951	21333.99902	21711.00098	22088.00049	22465	22841.99951	23218.99902	23596.00098	23973.00049	24350	24873.99902	25398.00049	25921.99951	26446.00098	26970	27440	27910	28380	28850	29320	29856.00098	30391.99951	30928.00049	31463.99902	32000	32536.00098			
库拉索	CUW	森林面积（平方公里）	AG.LND.FRST.K2																																																												
开曼群岛	CYM	森林面积（平方公里）	AG.LND.FRST.K2																															126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981	126.9999981			
塞浦路斯	CYP	森林面积（平方公里）	AG.LND.FRST.K2																															1611.100006	1621.600037	1632.100067	1642.599945	1653.099976	1663.600006	1674.100037	1684.600067	1695.099945	1705.599976	1716.100006	1718.600006	1721.100006	1723.500061	1726.000061	1728.500061	1728.500061	1728.500061	1728.500061	1728.399963	1728.399963	1728.099976	1727.799988	1727.599945	1727.299957	1726.999969	1726.699982			
捷克共和国	CZE	森林面积（平方公里）	AG.LND.FRST.K2																															26290	26290	26290	26313.99902	26321.99951	26330	26338.00049	26346.00098	26353.99902	26361.99951	26370	26390	26410	26430	26450	26470	26490	26510	26530	26550	26570	26590	26610	26630	26650	26670	26690			
德国	DEU	森林面积（平方公里）	AG.LND.FRST.K2																															113000	113054.0039	113107.998	113162.002	113215.9961	113270	113324.0039	113377.998	113432.002	113485.9961	113540	113600	113660	113720	113780	113840	113890	113940	113990	114040	114090	114110	114130	114150	114170	114190	114210			
吉布提	DJI	森林面积（平方公里）	AG.LND.FRST.K2																															55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905	55.99999905			
多米尼克	DMA	森林面积（平方公里）	AG.LND.FRST.K2																															500	497.2999954	494.7000122	492.0000076	489.3000031	486.5999985	484.0000153	481.3000107	478.6000061	475.9999847	473.3000183	470.6000137	467.9000092	465.2999878	462.5999832	459.9000168	457.2000122	454.5999908	451.8999863	449.3000031	446.5999985	443.8999939	441.3000107	438.6000061	435.9999847	433.3000183	430.6000137			
丹麦	DNK	森林面积（平方公里）	AG.LND.FRST.K2																															5432.000122	5474.299927	5516.599731	5558.900146	5601.199951	5643.499756	5685.800171	5728.099976	5770.39978	5812.700195	5855	5799.400024	5743.800049	5688.200073	5632.600098	5577.000122	5635.800171	5694.60022	5753.400269	5812.199707	5870.999756	5921.199951	5971.400146	6021.599731	6071.799927	6122.000122	6172.199707			
多米尼加共和国	DOM	森林面积（平方公里）	AG.LND.FRST.K2																															11050	11430.99976	11811.99951	12193.00049	12574.00024	12955	13335.99976	13716.99951	14098.00049	14479.00024	14860	15191.99951	15524.00024	15855.99976	16188.00049	16520	16850	17180	17510	17840	18170	18501.99951	18834.00024	19165.99976	19498.00049	19830	20161.99951			
阿尔及利亚	DZA	森林面积（平方公里）	AG.LND.FRST.K2																															16670	16581.99951	16494.00024	16405.99976	16318.00049	16230	16141.99951	16054.00024	15965.99976	15878.00049	15790	15704.00024	15618.00049	15531.99951	15445.99976	15360	16124.00024	16888.00049	17651.99951	18415.99976	19180	19255.99976	19331.99951	19408.00049	19484.00024	19560	19635.99976			
东亚与太平洋地区（不包括高收入）	EAP	森林面积（平方公里）	AG.LND.FRST.K2																															4570859.342	4567552.029	4564252.561	4560953.041	4557653.53	4554353.961	4551054.469	4547754.802	4544455.273	4541155.872	4537856.302	4560126.122	4582395.899	4604665.776	4626935.562	4649205.372	4661403.559	4673601.455	4685799.537	4697997.77	4710195.876	4715669.395	4721142.746	4726616.255	4732089.65	4737563.068	4743036.487			
早人口紅利	EAR	森林面积（平方公里）	AG.LND.FRST.K2																															7967278.396	7920009.137	7873082.422	7972899.478	7924394.567	7875889.596	7827384.753	7778879.85	7730374.749	7681869.975	7633365.104	7610903.094	7588441.195	7565979.328	7543517.407	7521055.516	7493307.214	7465558.959	7437810.664	7410062.493	7382314.406	7357652.566	7332990.826	7308329.386	7283667.655	7259005.804	7234343.966			
东亚与太平洋地区	EAS	森林面积（平方公里）	AG.LND.FRST.K2																															6280252.842	6277601.919	6274961.256	6272320.546	6269679.84	6267039.061	6264398.26	6261757.497	6259116.678	6256476.082	6253835.302	6273878.927	6293922.489	6313966.186	6334009.757	6354053.272	6357353.846	6360654.059	6363954.533	6367255.083	6370555.576	6379017.4	6387479.155	6395941.045	6404402.745	6412864.568	6421326.392			
欧洲与中亚地区（不包括高收入）	ECA	森林面积（平方公里）	AG.LND.FRST.K2																															8684328	8685882.496	8687968.656	8689787.094	8691604.935	8693423.374	8695241.815	8697060.282	8698878.093	8700696.559	8702515.001	8703876.918	8705238.848	8706600.153	8707962.083	8709324	8724495.44	8739666.909	8754838.34	8770009.809	8785181.249	8787203.03	8789225.415	8791247.832	8793269.594	8795291.998	8797314.406			
